title,link,summary,keywords
Endosidin2 targets conserved exocyst complex subunit EXO70 to inhibit exocytosis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10264680/,"Endosidin2 inhibits exocyst complex subunit EXO70A1, affecting plasma membrane protein transport in Arabidopsis.",Endosidin2; exocyst complex; EXO70A1; plasma membrane proteins; Arabidopsis; protein transport; cell growth; cell wall biosynthesis; hormone signaling; stress response; membrane transport; nutrient uptake.
"A conditional mutation in SCD1 reveals linkage between PIN protein trafficking, auxin transport, gravitropism, and lateral root initiation.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7358545/,"A temperature-sensitive mutation in Arabidopsis SCD1 gene reveals that altered PIN2 trafficking precedes auxin transport disruption, gravitropism defects, and lateral root initiation.",Arabidopsis; auxin transport; gravitropism; lateral root initiation; PIN protein trafficking; SCD1; temperature-sensitive mutation.
Changes in nuclear shape and gene expression in response to simulated microgravity are LINC complex-dependent.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555797/,Simulated microgravity alters nuclear shape and gene expression through the LINC complex.,microgravity; LINC complex; gene expression; nuclear shape; simulated microgravity; clinostat.
Complete Genome Sequence of Carnobacterium gilichinskyi Strain WN1359T (DSM 27470T),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3869332/,"Carnobacterium gilichinskyi strain WN1359, isolated from Siberian permafrost, has a complete genome sequence and can grow under Mars-like conditions.",Carnobacterium gilichinskyi; genome sequence; Mars; permafrost; anoxic; cold; CO2-dominated; low-pressure.
Cultivation of Staphylococcus epidermidis in the human spaceflight environment leads to alterations in the frequency and spectrum of spontaneous rifampicin-resistance mutations in the rpoB gene,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4923109/,Spaceflight increases Staphylococcus epidermidis mutations to rifampicin resistance.,Staphylococcus epidermidis; antibiotic resistance; rifampicin; spaceflight; mutations; International Space Station; bacteria; human spaceflight habitats.
Alterations in the Spectrum of Spontaneous Rifampicin-Resistance Mutations in the Bacillus subtilis rpoB Gene after Cultivation in the Human Spaceflight Environment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5817088/,"Spaceflight alters the spectrum of antibiotic resistance mutations in Bacillus subtilis, with new alleles discovered.",Bacillus subtilis; antibiotic resistance; mutations; spaceflight; International Space Station; rpoB gene; BRIC-PDFUs; Biological Research in Canister-Petri Dish Fixation Units.
Mechanotransduction in Prokaryotes: A Possible Mechanism of Spaceflight Adaptation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7825584/,"Prokaryotes may sense and respond to microgravity through mechanotransduction, similar to eukaryotes.",microgravity; prokaryotes; mechanotransduction; bacteria; archaea; gene expression; nucleoid architecture; DNA supercoiling; epigenetic pathways.
Analysis of interactions of Salmonella type three secretion mutants with 3-D intestinal epithelial cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3012082/,Salmonella T3SSs are not essential for invasion into 3-D intestinal cells but are necessary for intracellular bacterial growth.,Salmonella; T3SS; intestinal epithelial cells; invasion; intracellular growth; 3-D models.
Organotypic 3D cell culture models: using the rotating wall vessel to study host-pathogen interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11088941/,"This study describes methods to create 3D organotypic raft cultures using human epithelial cells, which mimic in vivo tissue and allow for the study of host-pathogen interactions, particularly in the context of human papillomavirus (HPV) infection.",3D organotypic raft cultures; human epithelial cells; HPV; host-pathogen interactions; in vitro tissue culture.
Evaluation of microorganisms cultured from injured and repressed tissue regeneration sites in endangered giant aquatic Ozark Hellbender salamanders.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3242767/,"This study isolated and identified microorganisms from injured and repressed tissue regeneration sites of the endangered Ozark Hellbender salamander to discover potential causative agents for their significant decline in health and population. Several opportunistic pathogens were identified, including Aeromonas hydrophila, Granulicetella adiacens, and various Pseudomonads and fungi.",amphibian decline; disease; environmental changes; microorganisms; Ozark Hellbender; population; regeneration; salamander; tissue injury.
New insights into the bacterial fitness-associated mechanisms revealed by the characterization of large plasmids of an avian pathogenic E. coli,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3251573/,"This study reveals new insights into the role of plasmids in avian pathogenic E. coli (APEC) fitness and diversity, specifically the large plasmids pChi7122-2, pChi7122-3, and their effects on biofilm formation, bile tolerance, and intestinal cell interaction.",avian pathogenic E. coli; plasmids; fitness; diversity; biofilm formation; bile tolerance; intestinal cells; ExPEC.
Lack of norovirus replication and histo-blood group antigen expression in 3-dimensional intestinal epithelial cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3647661/,"Spaceflight affects human kidney function, causing decreased filtration and increased proteinuria.",microgravity; kidney; filtration rate; protein
Conservation of the low-shear modeled microgravity response in Enterobacteriaceae and analysis of the trp genes in this response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4085587/,"Low fluid shear force, or microgravity models, induces a conserved bacterial response across Enterobacteriaceae, with potential variation in gene expression depending on genus. The trp operon genes and TrpR regulator do not alter this response in S. Typhimurium and E. coli.",bacteria; fluid shear force; microgravity; Enterobacteriaceae; gene expression; trp genes; TrpR regulator; S. Typhimurium; E. coli; Citrobacter; Enterobacter; Serratia.
Mimicking the host and its microenvironment in vitro for studying mucosal infections by Pseudomonas aeruginosa.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4096993/,Understanding host-P. aeruginosa interactions requires studying mucosal tissue factors in vitro. In vitro models mimic human mucosal tissues to investigate P. aeruginosa pathogenesis and advance research towards clinical applications.,Pseudomonas aeruginosa; host microenvironment; mucosal tissues; in vitro models; pathogenesis; clinical applications.
Effects of Sex and Gender on Adaptation to Space: Immune System,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7467030/,"Chronic sub-optimal hydration before COVID-19 infection may increase risk of mortality by enhancing ACE2 receptors, promoting exaggerated immune response, increasing capillary leakage, and reducing fluid transport out of the airways.",COVID-19; hydration; chronic sub-optimal hydration; ACE2 receptors; immune response; capillary leakage; fluid transport; mortality; risk factors.
Recellularization of decellularized lung scaffolds is enhanced by dynamic suspension culture.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4427280/,"Dynamic suspension culture in a rotating wall vessel bioreactor enhances cellular repopulation of decellularized lung scaffolds, promoting fibroblast-like differentiation and increased matrix remodeling.",decellularized lung scaffolds; dynamic suspension culture; rotating wall vessel bioreactor; cellular repopulation; fibroblast-like differentiation; matrix remodeling.
Three-dimensional organotypic co-culture model of intestinal epithelial cells and macrophages to study Salmonella enterica colonization patterns.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460263/,"Three-dimensional co-culture model of human intestinal epithelial cells and macrophages using NASA Rotating Wall Vessel bioreactor exhibits in vivo-like characteristics and suppresses Salmonella colonization, with pathovar-specific differences.",three-dimensional model; intestinal epithelium; macrophages; Salmonella; NASA Rotating Wall Vessel bioreactor; infection; colonization; pathovars; microenvironments.
Evaluating the effect of spaceflight on the host–pathogen interaction between human intestinal epithelial cells and Salmonella Typhimurium,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7943786/,"Spaceflight alters human intestinal cells and Salmonella Typhimurium, affecting host-pathogen interactions.",spaceflight; human cells; Salmonella Typhimurium; host-pathogen interactions; microbiology; RNA-seq; proteomics; transcriptomics; STS-131
Rapid phenotypic response of LSMMG-'primed' Candida albicans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11888247/,"C. albicans colonization in mice reduces ethanol consumption and preference through PGE2 signaling, affecting dopamine receptors and motor coordination.",Candida albicans; ethanol; PGE2; dopamine receptors; microbiome; mouse; alcohol use disorder; alcoholic liver disease; conditioned taste aversion; motor coordination.
Spaceflight enhances cell aggregation and random budding in Candida albicans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3851762/,"Spaceflight enhances Candida albicans' cell aggregation and random budding, potentially inducing virulence-related phenotypes and altering infectious disease mechanisms.",Candida albicans; spaceflight; gene expression; cell aggregation; random budding; virulence; microgravity; infectious disease; Cap1; transcriptional regulator.
"Growth and antifungal resistance of the pathogenic yeast, Candida albicans, in the microgravity environment of the International Space Station: An aggregate of multiple flight experiences.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8067245/,"Candida albicans, a common fungal pathogen, grows faster and shows increased antifungal resistance in microgravity on the International Space Station.",Candida albicans; microgravity; International Space Station; fungal pathogen; antifungal resistance; spaceflight; biological reproducibility; spaceflight hardware systems; amphotericin B; caspofungin.
NASA GeneLab RNA-Seq Consensus Pipeline: Standardized Processing of Short-Read RNA-Seq Data,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,"NASA GeneLab developed a standardized pipeline for analyzing RNA-seq data from spaceflight experiments, promoting transparency, reproducibility, and reusability.",NASA GeneLab; RNA-seq; spaceflight; pipeline; transparency; reproducibility; reusability; data analysis; gene expression; astronauts; organisms.
NASA GeneLab RNA-Seq Consensus Pipeline: Standardized Processing of Short-Read RNA-Seq Data,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,"NASA GeneLab developed a standardized pipeline for analyzing RNA-seq data from spaceflight experiments, promoting transparency, reproducibility, and reusability.",NASA GeneLab; RNA-seq; spaceflight; pipeline; transparency; reproducibility; reusability; data analysis; gene expression; astronauts; organisms.
Challenges and considerations for single-cell and spatially resolved transcriptomics sample collection during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9701605/,"Spaceflight gene expression studies using single-cell RNA sequencing (scRNA-seq) and spatially resolved transcriptomics (SRT) are crucial for understanding life in space and gene expression in various cell systems and tissue dynamics. However, the development of these methods in spaceflight has lagged behind their Earth-based counterparts. This perspective discusses the importance of scRNA-seq and SRT in space biology and addresses the challenges and considerations for designing robust experiments to advance these methods.",single-cell RNA sequencing; spatially resolved transcriptomics; spaceflight; gene expression; cell systems; tissue dynamics; experimental design; space biology.
Direct RNA sequencing of astronaut blood reveals spaceflight-associated m6A increases and hematopoietic transcriptional responses,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166648/,Long-read RNA sequencing reveals significant changes in gene expression and m6A methylation levels in astronauts during and after spaceflight.,astronauts; RNA sequencing; gene expression; m6A methylation; spaceflight; human transcriptome
Collection of biospecimens from the inspiration4 mission establishes the standards for the space omics and medical atlas (SOMA),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166662/,"The Inspiration4 mission collected biospecimens from crew members before, during, and after spaceflight for the Space Omics and Medical Atlas (SOMA) initiative. Samples included blood, saliva, urine, stool, swabs, capsule components, and skin biopsies, totaling 2,911 aliquots.",SpaceX Inspiration4 mission; biospecimens; human samples; microbial samples; environmental samples; Space Omics and Medical Atlas (SOMA); aerospace medicine; spaceflight; biobanking; downstream assays.
Plant growth strategies are remodeled by spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11869762/,Ginseng total saponins (GTSs) improve intestinal health in space by regulating immune function and gut microbiome.,ginseng; spaceflight; intestinal health; immune function; gut microbiome; short-chain fatty acids; tight junction proteins; inflammatory factors; RNA-Seq; RT-PCR; 16S rRNA gene amplicon sequencing.
Spaceflight transcriptomes: unique responses to a novel environment.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10712242/,"Spaceflight alters plant photosynthesis, ribosome, spliceosome, and proteasome activities, and cellulose deposition; plants adapt by shifting core-regulatory proteins, altering polar auxin redistribution, lipid, and ionic intracellular transportation, and increasing metabolic energy requirement.",spaceflight; plants; photosynthesis; ribosome; spliceosome; proteasome; cellulose deposition; polar auxin redistribution; lipid transportation; ionic transportation; metabolic energy requirement; microgravity; radiation; transcriptomics; proteomics; International Space Station (ISS)
Fundamental plant biology enabled by the space shuttle.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6143729/,"Spaceflight studies of A. niger fungi reveal insights into fungal adaptations and countermeasures for long-duration missions, benefiting both economic goals and crew health.",spaceflight; fungi; A. niger; adaptations; closed systems; long-duration missions; countermeasures; host-microbe interactions; NASA's Human Research Program
Organ-specific remodeling of the Arabidopsis transcriptome in response to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10058394/,"Brachypodium distachyon seedlings grown on ISS display accession- and organ-specific responses to microgravity, involving oxidative stress response, wall remodeling, photosynthesis inhibition, expression regulation, ribosome biogenesis, and post-translational modifications.",Brachypodium distachyon; microgravity; spaceflight; transcriptome; gene expression; oxidative stress; photosynthesis; wall remodeling; ribosome biogenesis; post-translational modifications; accession-specific; organ-specific.
A method for preparing spaceflight RNAlater-fixed Arabidopsis thaliana (Brassicaceae) tissue for scanning electron microscopy.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4103452/,"Researchers developed a method to use RNAlater-fixed Arabidopsis thaliana tissue for scanning electron microscopy, expanding the range of samples for analysis in spaceflight experiments.",RNAlater; Arabidopsis thaliana; scanning electron microscopy; spaceflight experiments; tissue fixation; morphology; microscopy; biology; space exploration.
A Member of the CONSTANS-Like Protein Family is a Putative Regulator of ROS Homeostasis and Spaceflight Physiological Adaptation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6348315/,"A new gene, OMG1, is identified as a potential regulator of ROS homeostasis during Arabidopsis spaceflight adaptation. OMG1 is a distant member of the CONSTANS-Like protein family and affects ROS production.",Arabidopsis; ROS; gene regulation; spaceflight; CONSTANS-Like protein family; OMG1; phylogenetic analysis
HSFA2 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6359015/,"The HSF network, specifically HSFA2, plays a non-thermal role in plant cells' adaptation to spaceflight, affecting cell wall remodeling, signal perception, and starch biosynthesis.",HSF network; HSFA2; Heat Shock Factor; plant cells; spaceflight; adaptation; ER stress; unfolded protein response; chaperone-mediated protein folding; cell wall remodeling; signal perception; starch biosynthesis.
Neutrophil to Lymphocyte ratio: A biomarker to monitor the immune status of astronauts.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7667275/,"Spaceflight and simulated microgravity models cause elevated neutrophil-to-lymphocyte ratios (NLR), suggesting this as a potential biomarker for monitoring astronaut immune health.",neutrophil-to-lymphocyte ratio; astronauts; immune system; microgravity; spaceflight; biomarkers; redox processes; myeloperoxidase; inflammatory neutrophils; oxidative stress; cytokines.
Beyond low-Earth orbit: Characterizing immune and microRNA differentials following simulated deep spaceflight conditions in mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7756144/,"This study compared immune responses in mice exposed to simulated deep spaceflight conditions with data from astronauts on the International Space Station. Unique immune responses were identified following each experimental condition, and microRNA sequence analysis suggested immune system dysregulation. Elevated inflammation was observed in astronauts during low-Earth orbit missions, supporting the findings in mice.",spaceflight; immune system; microRNA; mice; astronauts; deep space; microgravity; inflammation; irradiation; health.
Immunological and hematological outcomes following protracted low dose/low dose rate ionizing radiation and simulated microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8169688/,"A 21-day ground-based model of spaceflight (hindlimb unloading and low-dose gamma irradiation) causes hematological changes and immune dysregulation in mice, persisting for at least 1 week.",mice; spaceflight simulation; hematology; immune system; gene expression; inflammation; blood pressure regulation; TGF-&#946; receptor signaling; B cell differentiation; anemia; recovery.
Epigenomic regulators elongator complex subunit 2 and methyltransferase 1 differentially condition the spaceflight response in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8475764/,"Spaceflight alters DNA methylation in Arabidopsis, affecting growth and transcriptomic response differently in mutants with disrupted Met1 methyltransferase and elp2-5 elongator complex subunit functions.",spaceflight; Arabidopsis; DNA methylation; Met1 methyltransferase; elongator complex subunit; transcriptomic response; gene expression; gene regulation; plant growth.
Plants grown in Apollo lunar regolith present stress-associated transcriptomes that inform prospects for lunar exploration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098553/,"Plants grown in lunar regolith face ionic stresses and slow growth, indicating challenges for lunar habitats.",plants; lunar regolith; in-situ resources; life support; ionic stresses; lunar habitats.
Artificial gravity partially protects space-induced neurological deficits in Drosophila melanogaster.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10503492/,"Spaceflight harms Drosophila's central nervous system, causing neuronal loss, glial cell alterations, and oxidative damage. Artificial gravity mitigates these effects, reducing neuronal loss and glial phenotypes.",Drosophila melanogaster; central nervous system; microgravity; artificial gravity; International Space Station; inflight centrifugation; neuronal loss; glial cells; oxidative stress; synaptic transmission; behavior; spaceflight; health.
Utilizing the KSC fixation tube to conduct human-tended plant biology experiments on a suborbital spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9693084/,"Suborbital spaceflights enable human-tended research using KSC Fixation Tubes (KFTs) to carry and fix biological samples, allowing investigation of short-term gravitational effects without complex automation. Plants in KFTs adjust to hypoxia and changes in photosynthesis during simulated flights.",suborbital spaceflights; human-tended research; KSC Fixation Tubes; biological samples; gravitational effects; plants; hypoxia; photosynthesis; clinorotation
Changes in Mouse Thymus and Spleen after Return from the STS-135 Mission in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3792163/,The STS-135 mission in space affects mouse thymus and spleen.,mouse; thymus; spleen; spaceflight; STS-135
Post-Spaceflight (STS-135) Mouse Splenocytes Demonstrate Altered Activation Properties and Surface Molecule Expression.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4430214/,"Post-spaceflight mouse splenocytes exhibit altered activation properties and surface molecule expression, including lower CD4+CD25+ and CD8+CD25+ cells, lower CD11c+MHC II+ cells, higher CD11c+MHC I+ populations, increased phagocytic activity, and decreased CD11c+MHC I+, CD11c+MHC II+, and CD11c+CD86+ cells.",mouse; splenocytes; spaceflight; immune function; surface markers; cytokines; CD4+; CD8+; CD11c+; MHC I; MHC II; TLR agonists; IFN-&#947;; IL-2.
Changes in the distribution and function of leukocytes after whole-body iron ion irradiation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5045078/,"Whole-body iron ion irradiation in mice leads to changes in leukocyte distribution and function, including decreased CD8+ T cells, increased CD4:CD8 ratio, and elevated B cells and T helper cells in the spleen.",whole-body radiation; mice; leukocytes; CD8+ T cells; CD4:CD8 ratio; B cells; T helper cells; immunological abnormalities; body compartment.
Is spaceflight-induced immune dysfunction linked to systemic changes in metabolism?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443495/,"Spaceflight causes changes in immune function and metabolism, including increased ROS activity, corticosterone levels, and fatty acid oxidation.",spaceflight; immune function; metabolism; ROS; corticosterone; fatty acid oxidation; mice; adrenal glands; liver; gene expression; metabolomics.
Spaceflight Activates Autophagy Programs and the Proteasome in Mouse Liver,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5666744/,Spaceflight triggers autophagy and proteasome activation in mouse liver due to decreased oxidative defense.,spaceflight; mouse liver; oxidative stress; autophagy; proteasome; metabolomics; transcriptomics; glycerophospholipid; sphingolipid metabolism; aminoacyl-tRNA biosynthesis; purine metabolism; nuclear factor (erythroid-derived 2)-like 2.
Vive la radiorésistance!: Converging research in radiobiology and biogerontology to enhance human radioresistance for deep space exploration and colonization.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5865701/,"This study proposes strategies to enhance human radioresistance for deep space exploration and colonization, including upregulating repair mechanisms, gene therapy, using fortified organic molecules, and slowing metabolism while preserving cognitive function.",human radioresistance; deep space exploration; colonization; radioresistance; gene therapy; repair mechanisms; organic molecules; metabolism; healthspan; spacefarers.
Proteomic analysis of mouse brain subjected to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6337482/,"Spaceflight alters protein expression in mouse brain, impacting neuronal structure and metabolism.",spaceflight; mouse brain; protein expression; neuronal structure; metabolism; proteomics; space environment; space missions.
Transcriptomic effects on the mouse heart following 30 days on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9953463/,"Long-term spaceflight on the ISS causes significant changes in the transcriptome of female mouse hearts, including upregulation of MAPK, PI3K-Akt, and GPCR signaling pathways, cytoskeleton breakdown and organization, and cellular maintenance and survival.",spaceflight; transcriptome; mouse heart; microgravity; RNA sequencing; gene expression; MAPK; PI3K-Akt; GPCR; cytoskeleton; cellular maintenance; survival.
Spaceflight-induced gene expression profiles in the mouse brain are attenuated by treatment with the antioxidant BuOE,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10487739/,"Spaceflight alters gene expression in multiple brain regions, with oxidative stress pathways affected; antioxidant BuOE mitigates these changes.",spaceflight; gene expression; brain; antioxidant; BuOE; oxidative stress; mouse; central nervous system
Basal signaling regulates plant growth and development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11942576/,"The PERK gene family in Brassica napus influences plant growth and development through hormone signaling and stress responses. Genomic analysis reveals purifying selection, structural diversity, and potential roles in growth regulation and disease response.",PERK gene family; Brassica napus; hormone signaling; stress responses; gene structure; phylogenetic studies; Ka/Ks ratios; gene length; molecular weight; isoelectric points; cis-element analysis; protein-protein interactions; clubroot disease; crop improvement strategies.
Phosphoinositide-signaling is one component of a robust plant defense response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4052902/,"The phosphoinositide pathway and InsP3 play crucial roles in plant responses to abiotic stresses, but their impact on biotic stress is less understood. In this study, transgenic plants with reduced InsP3 levels showed impaired basal defense and systemic acquired resistance responses to Pseudomonas syringae pv. tomato (Pst) DC3000. These plants had lower basal salicylic acid levels, delayed and reduced induction of defense genes, and reduced PR-1 gene expression upon pathogen attack.",phosphoinositide pathway; InsP3; plant defense; biotic stress; salicylic acid; defense genes; PR-1; Pseudomonas syringae pv. tomato (Pst) DC3000; Ca2+ release; signaling; gene expression.
Uncovering transcriptional responses to fractional gravity in Arabidopsis roots,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8539686/,"The European Modular Cultivation System (EMCS) on the International Space Station (ISS) investigated gene expression patterns in Arabidopsis roots under microgravity and partial (fractional) gravity conditions. The study identified genes whose expression correlated with changes in fractional g, including those encoding transcription factors, defense proteins, cell wall-related proteins, and heat shock proteins.",Arabidopsis; gene expression; fractional gravity; transcription factors; defense proteins; cell wall-related proteins; heat shock proteins; European Modular Cultivation System (EMCS); International Space Station (ISS)
Conserved plant transcriptional responses to microgravity from two consecutive spaceflight experiments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10800490/,"Two spaceflight experiments, PS and PRR, on the International Space Station revealed significant overlap in genes differentially expressed in microgravity. Genes involved in transcriptional regulation, shoot development, and response to auxin and light were upregulated, while genes involved in defense response, abiotic stress, Ca++ signaling, and cell wall modification were downregulated. Three miRNAs were upregulated in microgravity, while their target genes were downregulated, particularly those encoding chloroplast-localized enzymes and proteins.",microgravity; plants; transcriptional profiling; spaceflight; RNA-Seq; miRNAs; shoot development; defense response; abiotic stress; Ca++ signaling; cell wall modification; chloroplast-localized enzymes and proteins.
RNAseq analysis of rodent spaceflight experiments is confounded by sample collection techniques,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7756143/,Sample collection techniques confound rodent RNAseq analysis in spaceflight experiments due to changes from preservation methods.,rodents; RNAseq; spaceflight; sample collection; preservation; International Space Station (ISS)
Functional changes in the snail statocyst system elicited by microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3066201/,"Microgravity exposure enhances snail statocyst function, with increased sensitivity to acceleration and upregulated HPep gene expression.",microgravity; snails; statocyst; gravi-sensing; HPep gene; neural adaptation; spaceflight.
Simulated microgravity impairs human NK [natural killer] cell cytotoxic activity against space radiation-relevant leukemic cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11324864/,"Simulated microgravity impairs human NK cells' cytotoxic activity against leukemia cells, increasing potential risk for astronauts during long space missions.",human; natural killer cells; microgravity; space radiation; leukemia; cytotoxicity; astronauts; risk; space missions; LEO.
Lab-on-a-chip approaches for space-biology research.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10470837/,"Lab-on-a-chip nanobiosensors revolutionize space exploration with their low footprint, high accuracy, and low payload requirements. They have potential applications in monitoring astronaut health and microbiological/environmental variables in space and extreme Earth environments.",lab-on-a-chip; nanobiosensors; space exploration; extreme environments; astronaut health; microbiology; payload requirements; accuracy; footprint.
Plant chemical genomics: gravity sensing and response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10386755/,"Genomic studies of early-diverging terrestrial fungi like Rhizopus delemar reveal adaptations to living on land, including sensing light and gravity, hyphal growth, and co-existence with plants.",genomic studies; fungi; evolution; terrestrial; adaptation; light; gravity; hyphal growth; plants; Rhizopus delemar; zygomycetes; phylogenetic separation; Mucoromycota; Zoopagomycota; genome architecture; genome duplications; horizontal gene transfer; mating type loci; rDNA genes; transposable elements; methylation processes; industrial applications; pathogenicity genes; secondary metabolites; endosymbiotic bacteria; viruses.
Mammalian and Invertebrate Models as Complementary Tools for Gaining Mechanistic Insight on Muscle Responses to Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8430797/,"Spaceflight induces shared and distinct molecular responses in muscle types, as evidenced by comparative analyses of mouse and invertebrate models.",spaceflight; muscles; bioinformatics; rodents; invertebrates; transcriptomes; circadian rhythm; gene regulation; atrophy; bedrest
Investigation of simulated microgravity effects on Streptococcus mutans physiology and global gene expression.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460135/,"Simulated microgravity affects Streptococcus mutans gene expression and physiology, potentially increasing its cariogenic potential.",Streptococcus mutans; microgravity; gene expression; cariogenic potential; space flight; RNA-seq; H2O2 resistance; competence; carbohydrate metabolism; translation; stress responses.
Altered quorum sensing and physiology of Staphylococcus aureus during spaceflight detected by multi-omics data analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10774393/,"Spaceflight enhances Staphylococcus aureus quorum sensing and virulence factor expression, as indicated by RNA-Seq, proteomics, and metabolomics data.",Staphylococcus aureus; quorum sensing; spaceflight; RNA-Seq; proteomics; metabolomics; virulence factors; Agr system; urease activity; Ess secretion; copper transport; secretome analysis.
REGULATOR OF BULB BIOGENESIS1 (RBB1) Is Involved in Vacuole Bulb Formation in Arabidopsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4411111/,"The RBB1 protein, a large plant-specific protein, regulates vacuole morphology and may be involved in bulb formation and trans-vacuolar strand establishment or stability.",RBB1; vacuoles; bulbs; trans-vacuolar strands; plant proteins; regulation; morphology.
Microgravity enhances the phenotype of Arabidopsis zigzag-1 and reduces the Wortmannin-induced vacuole fusion in root cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9445043/,"Microgravity enhances the zig-1 phenotype in Arabidopsis, reducing hypocotyl growth and vacuole fusion.",microgravity; Arabidopsis; zig-1; vacuoles; cell biology; space experiments; gene expression; protein abundance; cell wall composition; antioxidants; growth anisotropy; vacuole fusion; Wortmannin; chemical inhibitors.
Hypergravity disruption of homeorhetic adaptations to lactation in rat dams include changes in circadian clocks,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3509447/,"Hypergravity exposure during pregnancy and lactation in rats disrupts maternal metabolism, hormone concentrations, and behavior, affecting lactation success through changes in circadian clocks.",hypergravity; rats; lactation; circadian clocks; metabolism; hormones; maternal behavior; pregnancy; lactation; gene expression; time-lapse videography; dams; fetal-pup mortality; PRL; corticosterone; insulin.
Intrauterine exposure to maternal stress alters Bdnf IV DNA methylation and telomere length in the brain of adult rat offspring.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5600826/,"Intrauterine exposure to maternal stress alters Bdnf gene methylation and telomere length in the brain of adult rat offspring, potentially impacting behavior and health.",maternal stress; DNA methylation; Brain-derived neurotrophic factor (Bdnf); telomere length; intergenerational molecular changes; prenatal stress; behavior; health.
Influence of gonadectomy on muscle health in micro- and partial-gravity environments in rats.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10831389/,"Female rats have greater muscle loss in micro- and partial-gravity environments compared to males, regardless of hormonal status.",microgravity; partial-gravity; muscle; rats; sex; hormones; atrophy; strength; size; occupational health
